PROCEDIMENTO,Código SIGTAP,SIGTAP- Procedimento
EXPLORACAO DE FERIDA OPERATORIA,0506020096,TRATAMENTO DE INTERCORRENCIA PÓS TRANSPLANTE DE FIGADO- PÓS TRANSPLANTE CRÍTICO
EXPLORACAO DE FISTULA CUTANEA,0407040188,LIBERAÇÃO DE ADERÊNCIAS INTESTINAIS
EXPLORACAO DE VIAS BILIARES,0407030026,COLECISTECTOMIA
EXPLORACAO DE VIAS BILIARES,0407030069,COLEDOCOTOMIA COM OU SEM COLECISTECTOMIA
EXPLORACAO DE VIAS BILIARES,0407040161,LAPAROTOMIA EXPLORADORA
EXPLORACAO DE VIAS BILIARES,0415010012,TRATAMENTO C/ CIRURGIAS MULTIPLAS
EXPLORACAO DE VIAS BILIARES,0415020034,OUTROS PROCEDIMENTOS COM CIRURGIAS SEQUENCIAIS
EXPLORACAO INGUINAL,0303010037,TRATAMENTO DE OUTRAS DOENÇAS BACTERIANAS
EXPLORACAO INGUINAL,0409040096,EXPLORACAO CIRURGICA DA BOLSA ESCROTAL
EXPLORACAO VAGINAL,0409070289,TRATAMENTO CIRURGICO DE VAGINA SEPTADA / ATRESICA
EXTIRPACAO DA GLANDULA SALIVAR,0404020070,RESSECÇÃO DE GLÂNDULA SALIVAR
EXTIRPACAO DA GLANDULA SALIVAR,0416030041,RESSECÇÃO DE GLÂNDULA SUBMANDIBULAR EM ONCOLOGIA
EXTIRPACAO DE NEUROMAS,0408060310,RESSECÇÃO SIMPLES DE TUMOR ÓSSEO / DE PARTES MOLES
EXTIRPACAO DE TUMOR DE ORBITA,0415020034,OUTROS PROCEDIMENTOS COM CIRURGIAS SEQUENCIAIS
EXTIRPACAO DE TUMOR DE ORBITA,0415020050,PROCEDIMENTOS SEQUENCIAIS EM ONCOLOGIA
EXTRACAO DE DENTES INCLUSOS OU IMPACTADOS,0415020034,OUTROS PROCEDIMENTOS COM CIRURGIAS SEQUENCIAIS
EXTRACAO DENTARIA,0303040165,TRATAMENTO DE CRISES EPILÉTICAS NÃO CONTROLADAS
EXTRACAO DENTARIA,0303170140,TRATAMENTO CLÍNICO PARA CONTENÇÃO DE COMPORTAMENTO DESORGANIZADO E/OU DISRUPTIVO
EXTRACAO DENTARIA,0404020461,OSTEOTOMIA DA MANDIBULA
EXTRACAO DENTARIA,0414010272,TRATAMENTO CIRÚRGICO DE FÍSTULA CUTÂNEA DE ORIGEM DENTÁRIA
FACECTOMIA,0415020034,OUTROS PROCEDIMENTOS COM CIRURGIAS SEQUENCIAIS
FACIOTOMIA,0406020167,FASCIOTOMIA P/ DESCOMPRESSÃO
FACIOTOMIA,0408050080,FASCIOTOMIA DE MEMBROS INFERIORES
FASCIOTOMIA PALMAR,0406020167,FASCIOTOMIA P/ DESCOMPRESSÃO
FASCIOTOMIA PALMAR,0408020105,FASCIOTOMIA DE MEMBROS SUPERIORES
FASCIOTOMIA PLANTAR,0408050080,FASCIOTOMIA DE MEMBROS INFERIORES
FASCIOTOMIA PLANTAR,0408060468,TENOMIOTOMIA / DESINSERÇÃO
FECHAMENTO DE COLOSTOMIA,0407020241,FECHAMENTO DE ENTEROSTOMIA (QUALQUER SEGMENTO)
FECHAMENTO DE COLOSTOMIA,0415010012,TRATAMENTO C/ CIRURGIAS MULTIPLAS
FECHAMENTO DE COLOSTOMIA,0415020034,OUTROS PROCEDIMENTOS COM CIRURGIAS SEQUENCIAIS
FECHAMENTO DE ENTEROSTOMIA (QUALQ SEGMENTO),0407020241,FECHAMENTO DE ENTEROSTOMIA (QUALQUER SEGMENTO)
FECHAMENTO DE ENTEROSTOMIA (QUALQ SEGMENTO),0415020034,OUTROS PROCEDIMENTOS COM CIRURGIAS SEQUENCIAIS
FECHAMENTO DE FISTULA,0401020100,EXTIRPAÇÃOE SUPRESSÃO DE LESÃO DE PELE E DE TECIDO CELULAR SUBCUTÂNEO
FECHAMENTO DE FISTULA,0404030076,LABIOPLASTIA UNILATERAL EM DOIS TEMPOS
FECHAMENTO DE FISTULA,0412010119,TRAQUEORRAFIA E/OU FECHAMENTO DE FÍSTULA TRAQUEO-CUTÂNEA
FECHAMENTO DE FISTULA COLICA,0407020241,FECHAMENTO DE ENTEROSTOMIA (QUALQUER SEGMENTO)
FECHAMENTO DE FISTULA COLICA,0415020034,OUTROS PROCEDIMENTOS COM CIRURGIAS SEQUENCIAIS
FECHAMENTO DE FISTULA INTESTINAL,0415020034,OUTROS PROCEDIMENTOS COM CIRURGIAS SEQUENCIAIS
FECHAMENTO DE FISTULA URETRO CUTANEA,0409020109,RESSECÇÃO E FECHAMENTO DE FÍSTULA URETRAL
FECHAMENTO DE FISTULA URETRO CUTANEA,0409020133,URETROPLASTIA AUTÓGENA
FECHAMENTO DE FORAME OVAL PATENTE,0406030154,FECHAMENTO PERCUTÂNEO DE COMUNICAÇÃO INTERATRIAL SEPTAL.
FECHAMENTO DE GASTROSTOMIA,0407010190,GASTRORRAFIA
FECHAMENTO DE GASTROSTOMIA,0415020034,OUTROS PROCEDIMENTOS COM CIRURGIAS SEQUENCIAIS
FECHAMENTO DE ILEOSTOMIA,0407020241,FECHAMENTO DE ENTEROSTOMIA (QUALQUER SEGMENTO)
FECHAMENTO DE ILEOSTOMIA,0407020250,FECHAMENTO DE FÍSTULA DE COLON
FECHAMENTO DE ILEOSTOMIA,0407020306,JEJUNOSTOMIA / ILEOSTOMIA
FECHAMENTO DE ILEOSTOMIA,0415020034,OUTROS PROCEDIMENTOS COM CIRURGIAS SEQUENCIAIS
FECHAMENTO DE PAREDE ABDOMINAL,0407040161,LAPAROTOMIA EXPLORADORA
FECHAMENTO DE PAREDE ABDOMINAL,0407040226,REPARACAO DE OUTRAS HERNIAS
FECHAMENTO DE PAREDE ABDOMINAL,0407040242,RESSUTURA DE PAREDE ABDOMINAL (POR DEISCENCIA TOTAL / EVISCERAÇÃO)
FECHAMENTO DE PAREDE ABDOMINAL,0407040250,TRATAMENTO CIRÚRGICO DE PERITONITE
FECHAMENTO DE PAREDE ABDOMINAL,0415020034,OUTROS PROCEDIMENTOS COM CIRURGIAS SEQUENCIAIS
FECHAMENTO DE PAREDE ABDOMINAL,0505020050,TRANSPLANTE DE FIGADO (ORGAO DE DOADOR FALECIDO)
FECHAMENTO DE PAREDE ABDOMINAL,0506020045,TRATAMENTO DE INTERCORRÊNCIA PÓS-TRANSPLANTE DE ÓRGÃOS / CÉLULAS-TRONCO HEMATOPOÉTICAS
FECHAMENTO DE PAREDE ABDOMINAL,0506020096,TRATAMENTO DE INTERCORRENCIA PÓS TRANSPLANTE DE FIGADO- PÓS TRANSPLANTE CRÍTICO
FECHAMENTO DE TRAQUEOSTOMIA,0412010119,TRAQUEORRAFIA E/OU FECHAMENTO DE FÍSTULA TRAQUEO-CUTÂNEA
FECHAMENTO DE TRAQUEOSTOMIA,0412040166,TORACOSTOMIA COM DRENAGEM PLEURAL FECHADA
FECHAMENTO PERCUTANEO DO CANAL ARTERIAL OU FISTULAS ARTERIOVENOSAS C/ COILS LIBERAÇÃO CONTROLADA,0406040206,EMBOLIZAÇÃO DE MALFORMAÇÃO VASCULAR ARTÉRIO-VENOSA (INCLUI ESTUDO ANGIOGRÁFICO)
FECHAMENTO PRIMARIO DE EXTROFIA VESICAL,0415020034,OUTROS PROCEDIMENTOS COM CIRURGIAS SEQUENCIAIS
FIBRINOLISE INTRAVASCULAR POR CATETER,0406020124,EMBOLECTOMIA ARTERIAL
FIBRINOLISE INTRAVASCULAR POR CATETER,0406020167,FASCIOTOMIA P/ DESCOMPRESSÃO
FIBRINOLISE INTRAVASCULAR POR CATETER,0406020442,REVASCULARIZAÇÃO POR PONTE / TROMBOENDARTERECTOMIA FEMURO-POPLÍTEA DISTAL
FIBRINOLISE INTRAVASCULAR POR CATETER,0406020450,REVASCULARIZAÇÃO POR PONTE / TROMBOENDARTERECTOMIA FEMURO-POPLÍTEA PROXIMAL
FIBRINOLISE INTRAVASCULAR POR CATETER,0406040028,"ANGIOPLASTIA INTRALUMINAL DE AORTA, VEIA CAVA / VASOS ILÍACOS (COM STENT)"
FIBRINOLISE INTRAVASCULAR POR CATETER,0406040044,"ANGIOPLASTIA INTRALUMINAL DE AORTA, VEIA CAVA / VASOS ILÍACOS (SEM STENT)"
FIBRINOLISE INTRAVASCULAR POR CATETER,0406040052,ANGIOPLASTIA INTRALUMINAL DE VASOS DAS EXTREMIDADES (SEM STENT)
FIBRINOLISE INTRAVASCULAR POR CATETER,0406040230,FIBRINOLISE INTRAVASCULAR POR CATETER (INCLUI FIBRINOLÍTICO)
FIBRINOLISE INTRAVASCULAR POR CATETER,0406040257,FIBRINÓLISE VISCERAL INTRAVASCULAR POR CATETER (INCLUI FIBRINOLÍTICO)
FIBRINOLISE INTRAVASCULAR POR CATETER,0408050012,AMPUTACAO / DESARTICULACAO DE MEMBROS INFERIORES
FIBRINOLISE INTRAVASCULAR POR CATETER,0415020034,OUTROS PROCEDIMENTOS COM CIRURGIAS SEQUENCIAIS
FIBROBRONCOSCOPIA / TRAQUEOSCOPIA,0209040033,TRAQUEOSCOPIA
FIBROBRONCOSCOPIA / TRAQUEOSCOPIA,0209040050,VIDEOTORACOSCOPIA
FIBROBRONCOSCOPIA / TRAQUEOSCOPIA,0211050105,POLISSONOGRAFIA
FIBROBRONCOSCOPIA / TRAQUEOSCOPIA,0301060010,DIAGNOSTICO E/OU ATENDIMENTO DE URGENCIA EM CLINICA PEDIATRICA
FIBROBRONCOSCOPIA / TRAQUEOSCOPIA,0301060088,DIAGNOSTICO E/OU ATENDIMENTO DE URGENCIA EM CLINICA MEDICA
FIBROBRONCOSCOPIA / TRAQUEOSCOPIA,0301160023,REABILITAÇÃO EM FALÊNCIA INTESTINAL EM NÍVEL HOSPITALAR
FIBROBRONCOSCOPIA / TRAQUEOSCOPIA,0303010037,TRATAMENTO DE OUTRAS DOENÇAS BACTERIANAS
FIBROBRONCOSCOPIA / TRAQUEOSCOPIA,0303010061,TRATAMENTO DE DOENÇAS INFECCIOSAS INTESTINAIS
FIBROBRONCOSCOPIA / TRAQUEOSCOPIA,0303010169,TRATAMENTO DE MICOSES (B35 A B49)
FIBROBRONCOSCOPIA / TRAQUEOSCOPIA,0303010215,TRATAMENTO DE TUBERCULOSE (A15 A A19)
FIBROBRONCOSCOPIA / TRAQUEOSCOPIA,0303020040,TRATAMENTO DE ANEMIA HEMOLITICA
FIBROBRONCOSCOPIA / TRAQUEOSCOPIA,0303020083,TRATAMENTO DE OUTRAS DOENÇAS DO SANGUE E DOS ÓRGÃOS HEMATOPOIÉTICOS
FIBROBRONCOSCOPIA / TRAQUEOSCOPIA,0303030046,TRATAMENTO DE DISTURBIOS METABOLICOS
FIBROBRONCOSCOPIA / TRAQUEOSCOPIA,0303030062,TRATAMENTO DE TRANSTORNOS DE OUTRAS GLÂNDULAS ENDÓCRINAS
FIBROBRONCOSCOPIA / TRAQUEOSCOPIA,0303040068,TRATAMENTO CONSERVADOR DA DOR REBELDE DE ORIGEM CENTRAL OU NEOPLÁSICA
FIBROBRONCOSCOPIA / TRAQUEOSCOPIA,0303040149,TRATAMENTO DE ACIDENTE VASCULAR CEREBRAL - AVC (ISQUEMICO OU HEMORRAGICO AGUDO)
FIBROBRONCOSCOPIA / TRAQUEOSCOPIA,0303040165,TRATAMENTO DE CRISES EPILÉTICAS NÃO CONTROLADAS
FIBROBRONCOSCOPIA / TRAQUEOSCOPIA,0303040262,TRATAMENTO DE POLINEUROPATIAS
FIBROBRONCOSCOPIA / TRAQUEOSCOPIA,0303040300,TRATAMENTO DO ACIDENTE VASCULAR CEREBRAL ISQUÊMICO AGUDO COM USO DE TROMBOLÍTICO
FIBROBRONCOSCOPIA / TRAQUEOSCOPIA,0303060018,TRATAMENTO DE ANEURISMA DA AORTA
FIBROBRONCOSCOPIA / TRAQUEOSCOPIA,0303060166,TRATAMENTO DE ENDOCARDITE INFECCIOSA EM VALVULA NATIVA
FIBROBRONCOSCOPIA / TRAQUEOSCOPIA,0303060174,TRATAMENTO DE HIPERTENSÃO PULMONAR
FIBROBRONCOSCOPIA / TRAQUEOSCOPIA,0303060190,TRATAMENTO DE INFARTO AGUDO DO MIOCÁRDIO
FIBROBRONCOSCOPIA / TRAQUEOSCOPIA,0303060212,TRATAMENTO DE INSUFICIENCIA CARDIACA
FIBROBRONCOSCOPIA / TRAQUEOSCOPIA,0303060298,TRATAMENTO DE TROMBOSE VENOSA PROFUNDA
FIBROBRONCOSCOPIA / TRAQUEOSCOPIA,0303070064,TRATAMENTO DE DOENCAS DO ESOFAGO ESTOMAGO E DUODENO
FIBROBRONCOSCOPIA / TRAQUEOSCOPIA,0303070072,TRATAMENTO DE DOENCAS DO FIGADO
FIBROBRONCOSCOPIA / TRAQUEOSCOPIA,0303070099,
FIBROBRONCOSCOPIA / TRAQUEOSCOPIA,0303070129,TRATAMENTO DE TRANSTORNOS DAS VIAS BILIARES E PANCREAS
FIBROBRONCOSCOPIA / TRAQUEOSCOPIA,0303080060,TRATAMENTO DE ESTAFILOCOCCIAS
FIBROBRONCOSCOPIA / TRAQUEOSCOPIA,0303080078,TRATAMENTO DE ESTREPTOCOCCIAS
FIBROBRONCOSCOPIA / TRAQUEOSCOPIA,0303090316,TRATAMENTO DAS POLIARTROPATIAS INFLAMATORIAS
FIBROBRONCOSCOPIA / TRAQUEOSCOPIA,0303100044,TRATAMENTO DE INTERCORRENCIAS CLINICAS NA GRAVIDEZ
FIBROBRONCOSCOPIA / TRAQUEOSCOPIA,0303110104,TRATAMENTO DE OUTRAS MALFORMACOES CONGENITAS
FIBROBRONCOSCOPIA / TRAQUEOSCOPIA,0303110112,TRATAMENTO DE OUTRAS MALFORMACOES CONGENITAS DO APARELHO DIGESTIVO
FIBROBRONCOSCOPIA / TRAQUEOSCOPIA,0303140020,TRATAMENTO DA FIBROSE CISTICA COM MANIFESTACOES PULMONARES
FIBROBRONCOSCOPIA / TRAQUEOSCOPIA,0303140046,TRATAMENTO DAS DOENCAS CRONICAS DAS VIAS AEREAS INFERIORES
FIBROBRONCOSCOPIA / TRAQUEOSCOPIA,0303140054,TRATAMENTO DAS DOENCAS PULMONARES DEVIDO A AGENTES EXTERNOS
FIBROBRONCOSCOPIA / TRAQUEOSCOPIA,0303140089,TRATAMENTO DE DOENÇAS RESPIRATÓRIAS QUE AFETAM PRINCIPALMENTE O INTERSTÍCIO
FIBROBRONCOSCOPIA / TRAQUEOSCOPIA,0303140097,TRATAMENTO DE HEMORRAGIAS DAS VIAS RESPIRATÓRIAS
FIBROBRONCOSCOPIA / TRAQUEOSCOPIA,0303140100,TRATAMENTO DE INFECCOES AGUDAS DAS VIAS AEREAS SUPERIORES
FIBROBRONCOSCOPIA / TRAQUEOSCOPIA,0303140119,TRATAMENTO DE OUTRAS DOENCAS DA PLEURA
FIBROBRONCOSCOPIA / TRAQUEOSCOPIA,0303140135,TRATAMENTO DE OUTRAS DOENCAS DO APARELHO RESPIRATORIO
FIBROBRONCOSCOPIA / TRAQUEOSCOPIA,0303140143,TRATAMENTO DE OUTRAS INFECCOES AGUDAS DAS VIAS AEREAS INFERIORES
FIBROBRONCOSCOPIA / TRAQUEOSCOPIA,0303140151,TRATAMENTO DE PNEUMONIAS OU INFLUENZA (GRIPE)
FIBROBRONCOSCOPIA / TRAQUEOSCOPIA,0303150025,TRATAMENTO DE DOENCAS GLOMERULARES
FIBROBRONCOSCOPIA / TRAQUEOSCOPIA,0303160063,TRATAMENTO DE TRANSTORNOS RESPIRATORIOS E CARDIOVASCULARES ESPECIFICOS DO PERIODO NEONATAL
FIBROBRONCOSCOPIA / TRAQUEOSCOPIA,0303170131,TRATAMENTO CLÍNICO EM SAÚDE MENTAL EM SITUAÇÃO DE RISCO ELEVADO DE SUICÍDIO.
FIBROBRONCOSCOPIA / TRAQUEOSCOPIA,0303170140,TRATAMENTO CLÍNICO PARA CONTENÇÃO DE COMPORTAMENTO DESORGANIZADO E/OU DISRUPTIVO
FIBROBRONCOSCOPIA / TRAQUEOSCOPIA,0303170166,TRATAMENTO CLÍNICO DE TRANSTORNOS MENTAIS E COMPORTAMENTAIS DEVIDO AO USO DE ÁLCOOL
FIBROBRONCOSCOPIA / TRAQUEOSCOPIA,0303170182,TRATAMENTO CLÍNICO DOS TRANSTORNOS MENTAIS E COMPORTAMENTAIS DEVIDO AO USO DAS DEMAIS DROGAS E/OU OUTRAS SUBSTÂNCIAS PSICOATIVAS
FIBROBRONCOSCOPIA / TRAQUEOSCOPIA,0303180013,TRATAMENTO DE AFECÇÕES ASSOCIADAS AO HIV/AIDS
FIBROBRONCOSCOPIA / TRAQUEOSCOPIA,0303180072,TRATAMENTO DE HIV / AIDS
FIBROBRONCOSCOPIA / TRAQUEOSCOPIA,0304080020,INTERNAÇÃO P/ QUIMIOTERAPIA DE ADMINISTRAÇÃO CONTÍNUA
FIBROBRONCOSCOPIA / TRAQUEOSCOPIA,0304080039,INTERNAÇÃO P/ QUIMIOTERAPIA DE LEUCEMIAS AGUDAS / CRÔNICAS AGUDIZADAS
FIBROBRONCOSCOPIA / TRAQUEOSCOPIA,0304100013,TRATAMENTO DE INTERCORRÊNCIAS CLÍNICAS DE PACIENTE ONCOLÓGICO
FIBROBRONCOSCOPIA / TRAQUEOSCOPIA,0304100021,TRATAMENTO CLÍNICO DE PACIENTE ONCOLÓGICO
FIBROBRONCOSCOPIA / TRAQUEOSCOPIA,0305010174,TRATAMENTO DE INTERCORRÊNCIA EM PACIENTE RENAL CRÔNICO SOB TRATAMENTO DIALÍTICO ( POR DIA)
FIBROBRONCOSCOPIA / TRAQUEOSCOPIA,0305020013,TRATAMENTO DA PIELONEFRITE
FIBROBRONCOSCOPIA / TRAQUEOSCOPIA,0305020056,TRATAMENTO DA DOENÇA RENAL CRÔNICA - DRC
FIBROBRONCOSCOPIA / TRAQUEOSCOPIA,0308010027,TRATAMENTO DE EFEITOS DE ASFIXÍA / OUTROS RISCOS A RESPIRAÇÃO
FIBROBRONCOSCOPIA / TRAQUEOSCOPIA,0308040015,TRATAMENTO DE COMPLICACOES DE PROCEDIMENTOS CIRURGICOS OU CLINICOS
FIBROBRONCOSCOPIA / TRAQUEOSCOPIA,0401020100,EXTIRPAÇÃOE SUPRESSÃO DE LESÃO DE PELE E DE TECIDO CELULAR SUBCUTÂNEO
FIBROBRONCOSCOPIA / TRAQUEOSCOPIA,0402010043,TIREOIDECTOMIA TOTAL
FIBROBRONCOSCOPIA / TRAQUEOSCOPIA,0403010144,RECONSTRUCAO CRANIANA / CRANIO-FACIAL
FIBROBRONCOSCOPIA / TRAQUEOSCOPIA,0403070171,TRATAMENTO DO ACIDENTE VASCULAR CEREBRAL ISQUÊMICO AGUDO COM TROMBECTOMIA MECÂNICA
FIBROBRONCOSCOPIA / TRAQUEOSCOPIA,0404010113,EXÉRESE DE PAPILOMA EM LARINGE
FIBROBRONCOSCOPIA / TRAQUEOSCOPIA,0404010318,RETIRADA DE CORPO ESTRANHO DE OUVIDO / FARINGE / LARINGE / NARIZ
FIBROBRONCOSCOPIA / TRAQUEOSCOPIA,0404010377,TRAQUEOSTOMIA
FIBROBRONCOSCOPIA / TRAQUEOSCOPIA,0404020461,OSTEOTOMIA DA MANDIBULA
FIBROBRONCOSCOPIA / TRAQUEOSCOPIA,0406010676,IMPLANTE DE MARCAPASSO DE CÂMARA ÚNICA TRANSVENOSO
FIBROBRONCOSCOPIA / TRAQUEOSCOPIA,0406020159,EXERESE DE GANGLIO LINFÁTICO
FIBROBRONCOSCOPIA / TRAQUEOSCOPIA,0406020337,PONTE DE RAMOS DOS TRONCOS SUPRA-AORTICOS
FIBROBRONCOSCOPIA / TRAQUEOSCOPIA,0406030057,ANGIOPLASTIA COM IMPLANTE DE DUPLO STENT EM AORTA/ARTERIA PULMONAR E RAMOS
FIBROBRONCOSCOPIA / TRAQUEOSCOPIA,0406040044,"ANGIOPLASTIA INTRALUMINAL DE AORTA, VEIA CAVA / VASOS ILÍACOS (SEM STENT)"
FIBROBRONCOSCOPIA / TRAQUEOSCOPIA,0406040303,TRATAMENTO DE HEMATURIA OU SANGRAMENTO GENITAL POR EMBOLIZAÇÃO (INCLUI ESTUDO ANGIOGRÁFICO E/OU ENDOSCÓPICO)
FIBROBRONCOSCOPIA / TRAQUEOSCOPIA,0406040311,TRATAMENTO DE HEMOPTISE POR EMBOLIZAÇÃO PERCUTÂNEA (INCLUI ESTUDO ANGIOGRÁFICO)
FIBROBRONCOSCOPIA / TRAQUEOSCOPIA,0407010220,GASTROSTOMIA VIDEOLAPAROSCÓPICA
FIBROBRONCOSCOPIA / TRAQUEOSCOPIA,0407020101,COLOSTOMIA
FIBROBRONCOSCOPIA / TRAQUEOSCOPIA,0407030190,PANCREATECTOMIA VIDEOLAPAROSCOPICA
